GENRE_ID,CONTENT_CODE,IS_UP_TO_DATE
1,CONTENT_00000140,0
5,CONTENT_00000140,0
7,CONTENT_00000140,0
6,CONTENT_00000141,0
3,CONTENT_00000142,0
10,CONTENT_00000143,0
2,CONTENT_00000144,0
7,CONTENT_00000144,0
2,CONTENT_00000145,0
5,CONTENT_00000145,0
4,CONTENT_00000146,0
10,CONTENT_00000146,0
2,CONTENT_00000147,0
2,CONTENT_00000148,0
5,CONTENT_00000148,0
1,CONTENT_00000149,0
4,CONTENT_00000150,0
6,CONTENT_00000150,0
2,CONTENT_00000151,0
4,CONTENT_00000151,0
10,CONTENT_00000151,0
7,CONTENT_00000152,0
8,CONTENT_00000152,0
7,CONTENT_00000153,0
1,CONTENT_00000154,0
7,CONTENT_00000154,0
10,CONTENT_00000154,0
3,CONTENT_00000155,0
2,CONTENT_00000156,0
10,CONTENT_00000157,0
1,CONTENT_00000158,0
5,CONTENT_00000158,0
8,CONTENT_00000158,0
2,CONTENT_00000159,0
5,CONTENT_00000160,0
9,CONTENT_00000160,0
10,CONTENT_00000160,0
1,CONTENT_00000161,0
8,CONTENT_00000161,0
10,CONTENT_00000161,0
8,CONTENT_00000162,0
3,CONTENT_00000163,0
2,CONTENT_00000164,0
4,CONTENT_00000164,0
10,CONTENT_00000164,0
3,CONTENT_00000165,0
10,CONTENT_00000165,0
3,CONTENT_00000166,0
6,CONTENT_00000166,0
9,CONTENT_00000166,0
3,CONTENT_00000167,0
7,CONTENT_00000167,0
8,CONTENT_00000167,0
6,CONTENT_00000168,0
8,CONTENT_00000168,0
9,CONTENT_00000168,0
2,CONTENT_00000169,0
3,CONTENT_00000169,0
5,CONTENT_00000169,0
1,CONTENT_00000170,0
2,CONTENT_00000171,0
3,CONTENT_00000171,0
7,CONTENT_00000172,0
4,CONTENT_00000173,0
1,CONTENT_00000174,0
4,CONTENT_00000174,0
7,CONTENT_00000174,0
1,CONTENT_00000175,0
6,CONTENT_00000175,0
9,CONTENT_00000175,0
2,CONTENT_00000176,0
6,CONTENT_00000176,0
9,CONTENT_00000176,0
6,CONTENT_00000177,0
8,CONTENT_00000177,0
9,CONTENT_00000177,0
8,CONTENT_00000178,0
7,CONTENT_00000179,0
9,CONTENT_00000179,0
10,CONTENT_00000179,0
10,CONTENT_00000180,0
2,CONTENT_00000181,0
5,CONTENT_00000181,0
9,CONTENT_00000181,0
1,CONTENT_00000182,0
5,CONTENT_00000182,0
6,CONTENT_00000182,0
5,CONTENT_00000183,0
6,CONTENT_00000183,0
9,CONTENT_00000183,0
5,CONTENT_00000184,0
2,CONTENT_00000185,0
4,CONTENT_00000185,0
6,CONTENT_00000185,0
5,CONTENT_00000186,0
4,CONTENT_00000187,0
6,CONTENT_00000187,0
7,CONTENT_00000188,0
8,CONTENT_00000189,0
9,CONTENT_00000189,0
2,CONTENT_00000190,0
6,CONTENT_00000191,0
9,CONTENT_00000191,0
2,CONTENT_00000192,0
3,CONTENT_00000192,0
5,CONTENT_00000192,0
1,CONTENT_00000193,0
2,CONTENT_00000193,0
4,CONTENT_00000193,0
6,CONTENT_00000194,0
9,CONTENT_00000194,0
10,CONTENT_00000194,0
8,CONTENT_00000195,0
1,CONTENT_00000196,0
3,CONTENT_00000197,0
7,CONTENT_00000197,0
8,CONTENT_00000197,0
4,CONTENT_00000198,0
5,CONTENT_00000198,0
6,CONTENT_00000198,0
7,CONTENT_00000199,0
9,CONTENT_00000199,0
10,CONTENT_00000199,0
5,CONTENT_00000200,0
3,CONTENT_00000201,0
9,CONTENT_00000201,0
2,CONTENT_00000202,0
9,CONTENT_00000202,0
2,CONTENT_00000203,0
4,CONTENT_00000204,0
1,CONTENT_00000205,0
4,CONTENT_00000205,0
5,CONTENT_00000205,0
5,CONTENT_00000206,0
7,CONTENT_00000207,0
8,CONTENT_00000207,0
9,CONTENT_00000207,0
10,CONTENT_00000208,0
2,CONTENT_00000209,0
3,CONTENT_00000209,0
8,CONTENT_00000209,0
3,CONTENT_00000210,0
4,CONTENT_00000211,0
1,CONTENT_00000212,0
4,CONTENT_00000212,0
6,CONTENT_00000212,0
3,CONTENT_00000213,0
5,CONTENT_00000213,0
10,CONTENT_00000213,0
4,CONTENT_00000214,0
9,CONTENT_00000214,0
3,CONTENT_00000215,0
4,CONTENT_00000215,0
8,CONTENT_00000215,0
6,CONTENT_00000216,0
7,CONTENT_00000217,0
8,CONTENT_00000217,0
10,CONTENT_00000217,0
3,CONTENT_00000218,0
8,CONTENT_00000218,0
10,CONTENT_00000218,0
1,CONTENT_00000219,0
5,CONTENT_00000219,0
4,CONTENT_00000220,0
5,CONTENT_00000220,0
6,CONTENT_00000220,0
1,CONTENT_00000221,0
9,CONTENT_00000222,0
8,CONTENT_00000223,0
9,CONTENT_00000224,0
4,CONTENT_00000225,0
1,CONTENT_00000226,0
6,CONTENT_00000226,0
9,CONTENT_00000226,0
6,CONTENT_00000227,0
1,CONTENT_00000228,0
8,CONTENT_00000228,0
7,CONTENT_00000229,0
5,CONTENT_00000230,0
10,CONTENT_00000230,0
9,CONTENT_00000231,0
10,CONTENT_00000232,0
3,CONTENT_00000233,0
5,CONTENT_00000234,0
9,CONTENT_00000234,0
3,CONTENT_00000235,0
7,CONTENT_00000235,0
4,CONTENT_00000236,0
8,CONTENT_00000236,0
4,CONTENT_00000237,0
6,CONTENT_00000237,0
7,CONTENT_00000237,0
4,CONTENT_00000238,0
5,CONTENT_00000238,0
3,CONTENT_00000239,0
4,CONTENT_00000239,0
6,CONTENT_00000239,0
5,CONTENT_00000240,0
1,CONTENT_00000241,0
4,CONTENT_00000241,0
5,CONTENT_00000241,0
1,CONTENT_00000242,0
1,CONTENT_00000243,0
9,CONTENT_00000243,0
1,CONTENT_00000244,0
6,CONTENT_00000244,0
8,CONTENT_00000244,0
1,CONTENT_00000245,0
2,CONTENT_00000245,0
7,CONTENT_00000245,0
8,CONTENT_00000246,0
3,CONTENT_00000247,0
5,CONTENT_00000247,0
8,CONTENT_00000247,0
2,CONTENT_00000248,0
6,CONTENT_00000248,0
8,CONTENT_00000248,0
6,CONTENT_00000249,0
7,CONTENT_00000249,0
8,CONTENT_00000249,0
1,CONTENT_00000250,0
4,CONTENT_00000250,0
10,CONTENT_00000250,0
4,CONTENT_00000251,0
1,CONTENT_00000252,0
1,CONTENT_00000253,0
3,CONTENT_00000253,0
3,CONTENT_00000254,0
6,CONTENT_00000254,0
9,CONTENT_00000254,0
1,CONTENT_00000255,0
6,CONTENT_00000256,0
7,CONTENT_00000256,0
9,CONTENT_00000256,0
7,CONTENT_00000257,0
9,CONTENT_00000257,0
4,CONTENT_00000258,0
5,CONTENT_00000258,0
10,CONTENT_00000258,0
6,CONTENT_00000259,0
4,CONTENT_00000260,0
7,CONTENT_00000261,0
8,CONTENT_00000262,0
10,CONTENT_00000262,0
9,CONTENT_00000263,0
10,CONTENT_00000264,0
9,CONTENT_00000265,0
5,CONTENT_00000266,0
7,CONTENT_00000266,0
8,CONTENT_00000266,0
4,CONTENT_00000267,0
1,CONTENT_00000268,0
4,CONTENT_00000268,0
2,CONTENT_00000269,0
5,CONTENT_00000269,0
7,CONTENT_00000270,0
1,CONTENT_00000271,0
7,CONTENT_00000272,0
9,CONTENT_00000272,0
4,CONTENT_00000273,0
8,CONTENT_00000273,0
1,CONTENT_00000274,0
2,CONTENT_00000274,0
10,CONTENT_00000274,0
3,CONTENT_00000275,0
4,CONTENT_00000275,0
1,CONTENT_00000276,0
3,CONTENT_00000277,0
8,CONTENT_00000277,0
5,CONTENT_00000278,0
1,CONTENT_00000279,0
7,CONTENT_00000279,0
8,CONTENT_00000279,0
2,CONTENT_00000280,0
7,CONTENT_00000280,0
10,CONTENT_00000280,0
10,CONTENT_00000281,0
9,CONTENT_00000282,0
7,CONTENT_00000283,0
8,CONTENT_00000283,0
5,CONTENT_00000284,0
6,CONTENT_00000284,0
3,CONTENT_00000285,0
6,CONTENT_00000286,0
8,CONTENT_00000286,0
9,CONTENT_00000286,0
2,CONTENT_00000287,0
8,CONTENT_00000287,0
2,CONTENT_00000288,0
4,CONTENT_00000288,0
6,CONTENT_00000288,0
8,CONTENT_00000289,0
2,CONTENT_00000290,0
3,CONTENT_00000290,0
10,CONTENT_00000291,0
1,CONTENT_00000292,0
5,CONTENT_00000292,0
8,CONTENT_00000292,0
1,CONTENT_00000293,0
6,CONTENT_00000293,0
10,CONTENT_00000293,0
9,CONTENT_00000294,0
9,CONTENT_00000295,0
9,CONTENT_00000296,0
2,CONTENT_00000297,0
7,CONTENT_00000297,0
1,CONTENT_00000298,0
5,CONTENT_00000298,0
9,CONTENT_00000298,0
8,CONTENT_00000299,0
10,CONTENT_00000299,0
7,CONTENT_00000300,0
5,CONTENT_00000301,0
10,CONTENT_00000301,0
1,CONTENT_00000302,0
2,CONTENT_00000302,0
4,CONTENT_00000303,0
5,CONTENT_00000303,0
9,CONTENT_00000304,0
6,CONTENT_00000305,0
9,CONTENT_00000305,0
1,CONTENT_00000306,0
10,CONTENT_00000306,0
10,CONTENT_00000307,0
4,CONTENT_00000308,0
9,CONTENT_00000308,0
9,CONTENT_00000309,0
5,CONTENT_00000310,0
7,CONTENT_00000310,0
6,CONTENT_00000311,0
8,CONTENT_00000311,0
10,CONTENT_00000311,0
1,CONTENT_00000312,0
9,CONTENT_00000312,0
5,CONTENT_00000313,0
3,CONTENT_00000314,0
6,CONTENT_00000314,0
10,CONTENT_00000314,0
9,CONTENT_00000315,0
1,CONTENT_00000316,0
3,CONTENT_00000316,0
2,CONTENT_00000317,0
4,CONTENT_00000317,0
7,CONTENT_00000318,0
9,CONTENT_00000318,0
10,CONTENT_00000318,0
6,CONTENT_00000319,0
4,CONTENT_00000320,0
1,CONTENT_00000321,0
5,CONTENT_00000321,0
1,CONTENT_00000322,0
2,CONTENT_00000322,0
4,CONTENT_00000322,0
3,CONTENT_00000323,0
9,CONTENT_00000323,0
3,CONTENT_00000324,0
7,CONTENT_00000324,0
10,CONTENT_00000324,0
1,CONTENT_00000325,0
4,CONTENT_00000325,0
5,CONTENT_00000325,0
3,CONTENT_00000326,0
4,CONTENT_00000326,0
5,CONTENT_00000327,0
3,CONTENT_00000328,0
4,CONTENT_00000328,0
3,CONTENT_00000329,0
4,CONTENT_00000329,0
7,CONTENT_00000329,0
2,CONTENT_00000330,0
9,CONTENT_00000330,0
3,CONTENT_00000331,0
6,CONTENT_00000331,0
1,CONTENT_00000332,0
3,CONTENT_00000332,0
4,CONTENT_00000332,0
4,CONTENT_00000333,0
9,CONTENT_00000333,0
4,CONTENT_00000334,0
4,CONTENT_00000335,0
7,CONTENT_00000335,0
9,CONTENT_00000335,0
10,CONTENT_00000336,0
10,CONTENT_00000337,0
10,CONTENT_00000338,0
2,CONTENT_00000339,0
8,CONTENT_00000339,0
2,CONTENT_00000340,0
4,CONTENT_00000340,0
10,CONTENT_00000340,0
2,CONTENT_00000341,0
4,CONTENT_00000341,0
3,CONTENT_00000342,0
3,CONTENT_00000343,0
7,CONTENT_00000344,0
8,CONTENT_00000344,0
6,CONTENT_00000345,0
9,CONTENT_00000345,0
1,CONTENT_00000346,0
7,CONTENT_00000347,0
8,CONTENT_00000347,0
9,CONTENT_00000347,0
6,CONTENT_00000348,0
8,CONTENT_00000349,0
2,CONTENT_00000350,0
9,CONTENT_00000350,0
3,CONTENT_00000351,0
10,CONTENT_00000351,0
7,CONTENT_00000352,0
9,CONTENT_00000352,0
1,CONTENT_00000353,0
9,CONTENT_00000353,0
1,CONTENT_00000354,0
5,CONTENT_00000354,0
8,CONTENT_00000354,0
6,CONTENT_00000355,0
10,CONTENT_00000355,0
4,CONTENT_00000356,0
6,CONTENT_00000357,0
10,CONTENT_00000357,0
7,CONTENT_00000358,0
8,CONTENT_00000358,0
1,CONTENT_00000359,0
7,CONTENT_00000359,0
9,CONTENT_00000359,0
7,CONTENT_00000360,0
4,CONTENT_00000361,0
7,CONTENT_00000361,0
8,CONTENT_00000361,0
5,CONTENT_00000362,0
1,CONTENT_00000363,0
3,CONTENT_00000363,0
8,CONTENT_00000363,0
10,CONTENT_00000364,0
5,CONTENT_00000365,0
8,CONTENT_00000365,0
5,CONTENT_00000366,0
10,CONTENT_00000366,0
1,CONTENT_00000367,0
2,CONTENT_00000367,0
9,CONTENT_00000367,0
1,CONTENT_00000368,0
6,CONTENT_00000369,0
8,CONTENT_00000369,0
9,CONTENT_00000369,0
2,CONTENT_00000370,0
7,CONTENT_00000371,0
5,CONTENT_00000372,0
6,CONTENT_00000372,0
4,CONTENT_00000373,0
9,CONTENT_00000373,0
10,CONTENT_00000373,0
7,CONTENT_00000374,0
10,CONTENT_00000374,0
1,CONTENT_00000375,0
9,CONTENT_00000375,0
4,CONTENT_00000376,0
6,CONTENT_00000376,0
9,CONTENT_00000376,0
4,CONTENT_00000377,0
5,CONTENT_00000377,0
6,CONTENT_00000378,0
9,CONTENT_00000378,0
7,CONTENT_00000379,0
8,CONTENT_00000379,0
4,CONTENT_00000380,0
6,CONTENT_00000381,0
7,CONTENT_00000381,0
9,CONTENT_00000381,0
2,CONTENT_00000382,0
6,CONTENT_00000382,0
9,CONTENT_00000382,0
4,CONTENT_00000383,0
6,CONTENT_00000383,0
2,CONTENT_00000384,0
8,CONTENT_00000384,0
10,CONTENT_00000384,0
9,CONTENT_00000385,0
6,CONTENT_00000386,0
8,CONTENT_00000386,0
9,CONTENT_00000386,0
4,CONTENT_00000387,0
9,CONTENT_00000387,0
3,CONTENT_00000388,0
4,CONTENT_00000389,0
5,CONTENT_00000389,0
7,CONTENT_00000390,0
5,CONTENT_00000391,0
9,CONTENT_00000392,0
5,CONTENT_00000393,0
9,CONTENT_00000393,0
6,CONTENT_00000394,0
2,CONTENT_00000395,0
10,CONTENT_00000395,0
1,CONTENT_00000396,0
10,CONTENT_00000396,0
3,CONTENT_00000397,0
2,CONTENT_00000398,0
4,CONTENT_00000398,0
5,CONTENT_00000398,0
1,CONTENT_00000399,0
7,CONTENT_00000399,0
10,CONTENT_00000399,0
3,CONTENT_00000400,0
1,CONTENT_00000401,0
9,CONTENT_00000401,0
6,CONTENT_00000402,0
9,CONTENT_00000402,0
5,CONTENT_00000403,0
7,CONTENT_00000403,0
9,CONTENT_00000403,0
7,CONTENT_00000404,0
10,CONTENT_00000404,0
1,CONTENT_00000405,0
2,CONTENT_00000405,0
2,CONTENT_00000406,0
3,CONTENT_00000406,0
4,CONTENT_00000406,0
5,CONTENT_00000407,0
3,CONTENT_00000408,0
8,CONTENT_00000408,0
9,CONTENT_00000408,0
3,CONTENT_00000409,0
5,CONTENT_00000409,0
8,CONTENT_00000409,0
1,CONTENT_00000410,0
2,CONTENT_00000410,0
10,CONTENT_00000410,0
2,CONTENT_00000411,0
9,CONTENT_00000411,0
1,CONTENT_00000412,0
3,CONTENT_00000412,0
9,CONTENT_00000412,0
3,CONTENT_00000413,0
5,CONTENT_00000413,0
3,CONTENT_00000414,0
4,CONTENT_00000414,0
6,CONTENT_00000414,0
1,CONTENT_00000415,0
6,CONTENT_00000415,0
10,CONTENT_00000415,0
5,CONTENT_00000416,0
6,CONTENT_00000416,0
8,CONTENT_00000416,0
7,CONTENT_00000417,0
9,CONTENT_00000417,0
2,CONTENT_00000418,0
9,CONTENT_00000418,0
3,CONTENT_00000419,0
4,CONTENT_00000419,0
7,CONTENT_00000419,0
4,CONTENT_00000420,0
6,CONTENT_00000420,0
8,CONTENT_00000420,0
8,CONTENT_00000421,0
2,CONTENT_00000422,0
5,CONTENT_00000422,0
8,CONTENT_00000422,0
6,CONTENT_00000423,0
3,CONTENT_00000424,0
5,CONTENT_00000424,0
4,CONTENT_00000425,0
2,CONTENT_00000426,0
6,CONTENT_00000426,0
8,CONTENT_00000427,0
6,CONTENT_00000428,0
9,CONTENT_00000428,0
10,CONTENT_00000428,0
1,CONTENT_00000429,0
8,CONTENT_00000429,0
9,CONTENT_00000429,0
1,CONTENT_00000430,0
3,CONTENT_00000430,0
3,CONTENT_00000431,0
5,CONTENT_00000431,0
7,CONTENT_00000431,0
1,CONTENT_00000432,0
6,CONTENT_00000433,0
9,CONTENT_00000434,0
10,CONTENT_00000434,0
7,CONTENT_00000435,0
10,CONTENT_00000435,0
2,CONTENT_00000436,0
3,CONTENT_00000437,0
9,CONTENT_00000437,0
10,CONTENT_00000437,0
1,CONTENT_00000438,0
3,CONTENT_00000438,0
9,CONTENT_00000438,0
6,CONTENT_00000439,0
9,CONTENT_00000439,0
10,CONTENT_00000439,0
1,CONTENT_00000440,0
2,CONTENT_00000440,0
6,CONTENT_00000441,0
1,CONTENT_00000442,0
4,CONTENT_00000442,0
2,CONTENT_00000443,0
8,CONTENT_00000443,0
8,CONTENT_00000444,0
8,CONTENT_00000445,0
7,CONTENT_00000446,0
10,CONTENT_00000446,0
9,CONTENT_00000447,0
1,CONTENT_00000448,0
1,CONTENT_00000449,0
3,CONTENT_00000450,0
5,CONTENT_00000450,0
10,CONTENT_00000450,0
4,CONTENT_00000451,0
10,CONTENT_00000451,0
6,CONTENT_00000452,0
7,CONTENT_00000452,0
4,CONTENT_00000453,0
5,CONTENT_00000453,0
1,CONTENT_00000454,0
7,CONTENT_00000454,0
8,CONTENT_00000454,0
5,CONTENT_00000455,0
8,CONTENT_00000456,0
9,CONTENT_00000456,0
7,CONTENT_00000457,0
6,CONTENT_00000458,0
8,CONTENT_00000458,0
10,CONTENT_00000458,0
3,CONTENT_00000459,0
8,CONTENT_00000459,0
9,CONTENT_00000459,0
3,CONTENT_00000460,0
5,CONTENT_00000460,0
5,CONTENT_00000461,0
6,CONTENT_00000461,0
8,CONTENT_00000461,0
7,CONTENT_00000462,0
7,CONTENT_00000463,0
10,CONTENT_00000463,0
5,CONTENT_00000464,0
5,CONTENT_00000465,0
6,CONTENT_00000465,0
9,CONTENT_00000465,0
5,CONTENT_00000466,0
1,CONTENT_00000467,0
7,CONTENT_00000468,0
5,CONTENT_00000469,0
4,CONTENT_00000470,0
8,CONTENT_00000470,0
10,CONTENT_00000470,0
2,CONTENT_00000471,0
7,CONTENT_00000472,0
9,CONTENT_00000472,0
1,CONTENT_00000473,0
2,CONTENT_00000474,0
6,CONTENT_00000474,0
8,CONTENT_00000474,0
7,CONTENT_00000475,0
8,CONTENT_00000475,0
9,CONTENT_00000475,0
1,CONTENT_00000476,0
3,CONTENT_00000476,0
2,CONTENT_00000477,0
3,CONTENT_00000477,0
7,CONTENT_00000478,0
2,CONTENT_00000479,0
8,CONTENT_00000479,0
9,CONTENT_00000479,0
2,CONTENT_00000480,0
5,CONTENT_00000480,0
6,CONTENT_00000480,0
4,CONTENT_00000481,0
7,CONTENT_00000481,0
9,CONTENT_00000481,0
3,CONTENT_00000482,0
6,CONTENT_00000482,0
9,CONTENT_00000482,0
2,CONTENT_00000483,0
2,CONTENT_00000484,0
7,CONTENT_00000485,0
3,CONTENT_00000486,0
6,CONTENT_00000486,0
7,CONTENT_00000486,0
9,CONTENT_00000487,0
10,CONTENT_00000487,0
1,CONTENT_00000488,0
5,CONTENT_00000488,0
6,CONTENT_00000488,0
3,CONTENT_00000489,0
7,CONTENT_00000489,0
9,CONTENT_00000489,0
1,CONTENT_00000490,0
4,CONTENT_00000490,0
2,CONTENT_00000491,0
6,CONTENT_00000491,0
9,CONTENT_00000492,0
1,CONTENT_00000493,0
8,CONTENT_00000493,0
4,CONTENT_00000494,0
4,CONTENT_00000495,0
7,CONTENT_00000495,0
1,CONTENT_00000496,0
8,CONTENT_00000496,0
4,CONTENT_00000497,0
5,CONTENT_00000498,0
6,CONTENT_00000498,0
9,CONTENT_00000498,0
9,CONTENT_00000499,0
5,CONTENT_00000500,0
9,CONTENT_00000501,0
2,CONTENT_00000502,0
9,CONTENT_00000502,0
10,CONTENT_00000503,0
1,CONTENT_00000504,0
8,CONTENT_00000504,0
