session_id,user_id,content_id,device_id,time_id,session_code,source,watched_duration,watched_percent,is_up_to_date
40,1794,864,457,551133,SESSION_00000020,postgresql2,25,13.88888888888889,0
41,1357,397,1461,1204816,SESSION_00000021,postgresql1,149,82.77777777777777,1
42,730,266,481,810315,SESSION_00000021,postgresql2,20,11.11111111111111,0
43,785,1185,1744,1153624,SESSION_00000022,postgresql1,27,15.0,1
44,780,550,1395,878981,SESSION_00000022,postgresql2,162,90.0,0
45,1781,1381,730,699139,SESSION_00000023,postgresql1,69,38.333333333333336,1
46,274,194,738,239913,SESSION_00000023,postgresql2,152,84.44444444444444,0
47,675,1821,363,380344,SESSION_00000024,postgresql1,103,57.22222222222222,1
48,820,1410,1374,560350,SESSION_00000024,postgresql2,110,61.111111111111114,0
49,605,1937,504,241169,SESSION_00000025,postgresql1,14,7.777777777777778,1
50,190,472,187,408785,SESSION_00000025,postgresql2,171,95.0,0
51,13,351,625,882788,SESSION_00000026,postgresql1,10,5.555555555555555,1
52,1608,1434,447,383624,SESSION_00000026,postgresql2,76,42.22222222222222,0
53,881,1153,1690,1232102,SESSION_00000027,postgresql1,103,57.22222222222222,1
54,770,1596,870,1008445,SESSION_00000027,postgresql2,84,46.666666666666664,0
55,893,1135,1139,314206,SESSION_00000028,postgresql1,64,35.55555555555556,1
56,1784,1212,627,431892,SESSION_00000028,postgresql2,101,56.111111111111114,0
57,749,419,695,1000588,SESSION_00000029,postgresql1,135,75.0,1
58,1140,172,1601,1021798,SESSION_00000029,postgresql2,123,68.33333333333333,0
59,935,1109,75,998999,SESSION_00000030,postgresql1,16,8.88888888888889,1
60,956,192,1221,332028,SESSION_00000030,postgresql2,105,58.333333333333336,0
61,663,1477,1251,1244942,SESSION_00000031,postgresql1,22,12.222222222222221,1
62,830,1552,322,387152,SESSION_00000031,postgresql2,142,78.88888888888889,0
63,1187,699,300,1075486,SESSION_00000032,postgresql1,109,60.55555555555555,1
64,604,28,280,368399,SESSION_00000032,postgresql2,82,45.55555555555556,0
65,919,1611,1308,526356,SESSION_00000033,postgresql1,108,60.0,1
66,1280,514,1453,1245674,SESSION_00000033,postgresql2,122,67.77777777777779,0
67,1589,479,515,898564,SESSION_00000034,postgresql1,68,37.77777777777778,1
68,452,942,5,1069847,SESSION_00000034,postgresql2,86,47.77777777777778,0
69,915,477,1505,249635,SESSION_00000035,postgresql1,133,73.88888888888889,1
70,1820,1678,1838,1027399,SESSION_00000035,postgresql2,27,15.0,0
71,831,1179,759,521256,SESSION_00000036,postgresql1,159,88.33333333333333,1
72,1114,1374,1682,1065078,SESSION_00000036,postgresql2,115,63.888888888888886,0
73,293,871,868,873842,SESSION_00000037,postgresql1,123,68.33333333333333,1
74,1568,582,380,1055519,SESSION_00000037,postgresql2,67,37.22222222222222,0
75,1551,1773,233,1033559,SESSION_00000038,postgresql1,147,81.66666666666667,1
76,310,1634,441,1026196,SESSION_00000038,postgresql2,87,48.333333333333336,0
77,1897,1619,196,272933,SESSION_00000039,postgresql1,136,75.55555555555556,1
78,1242,1948,404,1017519,SESSION_00000039,postgresql2,54,30.0,0
79,307,1511,511,762852,SESSION_00000040,postgresql1,65,36.11111111111111,1
80,1940,10,723,328166,SESSION_00000040,postgresql2,140,77.77777777777779,0
81,1293,1191,1629,366322,SESSION_00000041,postgresql1,41,22.77777777777778,1
82,416,1948,285,447007,SESSION_00000041,postgresql2,34,18.88888888888889,0
83,477,205,99,862970,SESSION_00000042,postgresql1,51,28.333333333333332,1
84,1244,1376,551,715541,SESSION_00000042,postgresql2,102,56.666666666666664,0
85,537,327,865,920051,SESSION_00000043,postgresql1,53,29.444444444444446,1
86,1252,1254,1673,1117283,SESSION_00000043,postgresql2,77,42.77777777777778,0
87,1765,655,1867,258252,SESSION_00000044,postgresql1,136,75.55555555555556,1
88,766,1696,687,668796,SESSION_00000044,postgresql2,39,21.666666666666668,0
89,499,1267,30,681367,SESSION_00000045,postgresql1,110,61.111111111111114,1
90,456,1106,1580,789534,SESSION_00000045,postgresql2,136,75.55555555555556,0
91,1551,897,346,1017496,SESSION_00000046,postgresql1,104,57.77777777777777,1
92,626,1536,103,406356,SESSION_00000046,postgresql2,73,40.55555555555556,0
93,1367,1533,1104,347165,SESSION_00000047,postgresql1,162,90.0,1
94,444,1886,367,411228,SESSION_00000047,postgresql2,173,96.11111111111111,0
95,987,1761,1275,615059,SESSION_00000048,postgresql1,127,70.55555555555556,1
96,50,188,19,564169,SESSION_00000048,postgresql2,51,28.333333333333332,0
97,1057,635,1273,672771,SESSION_00000049,postgresql1,165,91.66666666666666,1
98,732,74,72,1041580,SESSION_00000049,postgresql2,99,55.00000000000001,0
99,1667,245,1150,618802,SESSION_00000050,postgresql1,146,81.11111111111111,1
100,1432,622,188,1116115,SESSION_00000050,postgresql2,71,39.44444444444444,0
101,309,1795,163,1023674,SESSION_00000051,postgresql1,163,90.55555555555556,1
102,1820,638,799,870758,SESSION_00000051,postgresql2,129,71.66666666666667,0
103,995,59,827,1196242,SESSION_00000052,postgresql1,161,89.44444444444444,1
104,1354,404,1843,365924,SESSION_00000052,postgresql2,33,18.333333333333332,0
105,875,107,1457,1248296,SESSION_00000053,postgresql1,91,50.55555555555556,1
106,1148,1036,586,501123,SESSION_00000053,postgresql2,123,68.33333333333333,0
107,301,763,1610,1198975,SESSION_00000054,postgresql1,86,47.77777777777778,1
108,1344,1158,810,789972,SESSION_00000054,postgresql2,93,51.66666666666667,0
109,1339,1149,1502,212204,SESSION_00000055,postgresql1,96,53.333333333333336,1
110,1546,886,1687,540530,SESSION_00000055,postgresql2,162,90.0,0
111,721,93,294,1094147,SESSION_00000056,postgresql1,43,23.88888888888889,1
112,1892,1642,829,474103,SESSION_00000056,postgresql2,104,57.77777777777777,0
113,1667,945,54,643337,SESSION_00000057,postgresql1,35,19.444444444444446,1
114,698,336,250,596461,SESSION_00000057,postgresql2,103,57.22222222222222,0
115,113,91,376,982302,SESSION_00000058,postgresql1,56,31.11111111111111,1
116,448,1858,227,723755,SESSION_00000058,postgresql2,33,18.333333333333332,0
117,1355,1475,1469,1056977,SESSION_00000059,postgresql1,7,3.888888888888889,1
118,400,914,908,872847,SESSION_00000059,postgresql2,140,77.77777777777779,0
119,1483,725,63,869566,SESSION_00000060,postgresql1,107,59.44444444444444,1
120,1692,1094,1255,1130801,SESSION_00000060,postgresql2,148,82.22222222222221,0
121,87,1433,779,565391,SESSION_00000061,postgresql1,54,30.0,1
122,264,1806,41,341040,SESSION_00000061,postgresql2,113,62.77777777777778,0
123,1543,1037,497,1220150,SESSION_00000062,postgresql1,163,90.55555555555556,1
124,1708,46,1416,562798,SESSION_00000062,postgresql2,108,60.0,0
125,1155,1207,1337,1252422,SESSION_00000063,postgresql1,145,80.55555555555556,1
126,274,1950,1129,716402,SESSION_00000063,postgresql2,144,80.0,0
127,739,335,519,776064,SESSION_00000064,postgresql1,67,37.22222222222222,1
128,1982,1626,1038,1033016,SESSION_00000064,postgresql2,141,78.33333333333333,0
129,319,785,261,280646,SESSION_00000065,postgresql1,47,26.111111111111114,1
130,420,908,331,364558,SESSION_00000065,postgresql2,93,51.66666666666667,0
131,331,149,1115,443616,SESSION_00000066,postgresql1,48,26.666666666666668,1
132,444,942,1372,691305,SESSION_00000066,postgresql2,87,48.333333333333336,0
133,61,1229,164,696411,SESSION_00000067,postgresql1,16,8.88888888888889,1
134,1994,1732,943,976500,SESSION_00000067,postgresql2,62,34.44444444444444,0
135,1233,1299,121,764417,SESSION_00000068,postgresql1,170,94.44444444444444,1
136,1946,544,1266,560747,SESSION_00000068,postgresql2,122,67.77777777777779,0
137,1085,1239,379,862985,SESSION_00000069,postgresql1,103,57.22222222222222,1
138,684,982,1643,650834,SESSION_00000069,postgresql2,117,65.0,0
139,349,1261,900,1043245,SESSION_00000070,postgresql1,103,57.22222222222222,1
140,1344,580,836,750100,SESSION_00000070,postgresql2,145,80.55555555555556,0
141,1663,1487,191,652279,SESSION_00000071,postgresql1,41,22.77777777777778,1
142,1926,578,879,693261,SESSION_00000071,postgresql2,117,65.0,0
143,1641,13,1363,656986,SESSION_00000072,postgresql1,44,24.444444444444443,1
144,624,270,147,1235547,SESSION_00000072,postgresql2,60,33.33333333333333,0
145,1283,707,295,968398,SESSION_00000073,postgresql1,72,40.0,1
146,188,370,1056,1109931,SESSION_00000073,postgresql2,72,40.0,0
147,1451,1243,25,697555,SESSION_00000074,postgresql1,119,66.11111111111111,1
148,1142,996,238,731212,SESSION_00000074,postgresql2,56,31.11111111111111,0
149,85,1181,1224,1087337,SESSION_00000075,postgresql1,16,8.88888888888889,1
150,368,682,436,673794,SESSION_00000075,postgresql2,82,45.55555555555556,0
151,353,437,475,944256,SESSION_00000076,postgresql1,132,73.33333333333333,1
152,1434,1688,500,1181345,SESSION_00000076,postgresql2,59,32.77777777777778,0
153,911,1351,1808,643701,SESSION_00000077,postgresql1,148,82.22222222222221,1
154,722,1252,343,1047830,SESSION_00000077,postgresql2,107,59.44444444444444,0
155,1131,819,894,672558,SESSION_00000078,postgresql1,168,93.33333333333333,1
156,426,1282,1529,537125,SESSION_00000078,postgresql2,112,62.22222222222222,0
157,1793,811,480,583493,SESSION_00000079,postgresql1,12,6.666666666666667,1
158,432,1006,782,1157799,SESSION_00000079,postgresql2,161,89.44444444444444,0
159,1601,615,398,1181325,SESSION_00000080,postgresql1,115,63.888888888888886,1
160,1180,1954,1318,968611,SESSION_00000080,postgresql2,74,41.11111111111111,0
161,1593,875,979,931609,SESSION_00000081,postgresql1,79,43.888888888888886,1
162,458,146,1589,331131,SESSION_00000081,postgresql2,147,81.66666666666667,0
163,777,337,847,1137122,SESSION_00000082,postgresql1,137,76.11111111111111,1
164,752,1192,1107,706753,SESSION_00000082,postgresql2,19,10.555555555555555,0
165,873,1381,1532,1247733,SESSION_00000083,postgresql1,91,50.55555555555556,1
166,1140,1266,437,838666,SESSION_00000083,postgresql2,63,35.0,0
167,871,1109,1392,806390,SESSION_00000084,postgresql1,50,27.77777777777778,1
168,958,1528,1548,1171986,SESSION_00000084,postgresql2,115,63.888888888888886,0
169,853,849,1520,595996,SESSION_00000085,postgresql1,120,66.66666666666666,1
170,1268,558,451,534367,SESSION_00000085,postgresql2,86,47.77777777777778,0
171,1979,1035,348,749781,SESSION_00000086,postgresql1,102,56.666666666666664,1
172,454,1616,580,561927,SESSION_00000086,postgresql2,87,48.333333333333336,0
173,533,975,1650,712868,SESSION_00000087,postgresql1,100,55.55555555555556,1
174,1396,1424,1283,881178,SESSION_00000087,postgresql2,125,69.44444444444444,0
175,1181,613,53,1141099,SESSION_00000088,postgresql1,153,85.0,1
176,406,1972,1321,1123292,SESSION_00000088,postgresql2,33,18.333333333333332,0
177,1601,1431,102,561973,SESSION_00000089,postgresql1,86,47.77777777777778,1
178,798,256,132,696228,SESSION_00000089,postgresql2,86,47.77777777777778,0
179,193,431,1715,1125734,SESSION_00000090,postgresql1,28,15.555555555555555,1
180,348,322,338,886597,SESSION_00000090,postgresql2,32,17.77777777777778,0
181,89,375,587,353752,SESSION_00000091,postgresql1,79,43.888888888888886,1
182,1526,1256,1631,701846,SESSION_00000091,postgresql2,19,10.555555555555555,0
183,811,1245,1636,1137616,SESSION_00000092,postgresql1,170,94.44444444444444,1
184,264,1898,1824,1138849,SESSION_00000092,postgresql2,95,52.77777777777778,0
185,529,1775,266,885368,SESSION_00000093,postgresql1,55,30.555555555555557,1
186,1348,1940,1,953656,SESSION_00000093,postgresql2,115,63.888888888888886,0
187,1843,139,546,226858,SESSION_00000094,postgresql1,110,61.111111111111114,1
188,1706,1808,1296,398244,SESSION_00000094,postgresql2,51,28.333333333333332,0
189,1501,541,80,750294,SESSION_00000095,postgresql1,28,15.555555555555555,1
190,1416,1416,1247,224413,SESSION_00000095,postgresql2,171,95.0,0
191,463,649,502,762186,SESSION_00000096,postgresql1,152,84.44444444444444,1
192,182,1744,837,1145763,SESSION_00000096,postgresql2,146,81.11111111111111,0
193,373,1981,1728,1076533,SESSION_00000097,postgresql1,85,47.22222222222222,1
194,118,436,1025,1121930,SESSION_00000097,postgresql2,38,21.11111111111111,0
195,29,261,568,528308,SESSION_00000098,postgresql1,112,62.22222222222222,1
196,1884,1390,1076,485387,SESSION_00000098,postgresql2,64,35.55555555555556,0
197,23,1449,1450,836093,SESSION_00000099,postgresql1,172,95.55555555555556,1
198,1732,734,672,1195788,SESSION_00000099,postgresql2,57,31.666666666666664,0
199,1253,803,1860,478502,SESSION_00000100,postgresql1,120,66.66666666666666,1
200,1132,94,1158,678053,SESSION_00000100,postgresql2,168,93.33333333333333,0
201,405,1575,1163,1198486,SESSION_00000101,postgresql1,28,15.555555555555555,1
202,742,56,1779,1151769,SESSION_00000101,postgresql2,27,15.0,0
203,1043,1865,1467,386800,SESSION_00000102,postgresql1,26,14.444444444444443,1
204,1446,1114,336,551485,SESSION_00000102,postgresql2,100,55.55555555555556,0
205,1311,1277,134,279527,SESSION_00000103,postgresql1,125,69.44444444444444,1
206,1616,1562,1342,397373,SESSION_00000103,postgresql2,63,35.0,0
207,469,199,1444,694769,SESSION_00000104,postgresql1,50,27.77777777777778,1
208,1690,438,577,913163,SESSION_00000104,postgresql2,60,33.33333333333333,0
209,1013,1009,1143,548191,SESSION_00000105,postgresql1,170,94.44444444444444,1
210,78,674,1033,439473,SESSION_00000105,postgresql2,69,38.333333333333336,0
211,467,229,323,804008,SESSION_00000106,postgresql1,31,17.22222222222222,1
212,842,1724,1757,996508,SESSION_00000106,postgresql2,42,23.333333333333332,0
213,1201,911,127,944273,SESSION_00000107,postgresql1,121,67.22222222222223,1
214,84,1306,1097,1021549,SESSION_00000107,postgresql2,41,22.77777777777778,0
215,745,395,832,232006,SESSION_00000108,postgresql1,128,71.11111111111111,1
216,310,202,168,692254,SESSION_00000108,postgresql2,51,28.333333333333332,0
217,41,619,821,515631,SESSION_00000109,postgresql1,115,63.888888888888886,1
218,1700,448,932,727026,SESSION_00000109,postgresql2,26,14.444444444444443,0
219,1483,877,264,880090,SESSION_00000110,postgresql1,65,36.11111111111111,1
220,1124,642,174,803624,SESSION_00000110,postgresql2,150,83.33333333333334,0
221,1187,867,417,465005,SESSION_00000111,postgresql1,20,11.11111111111111,1
222,896,796,616,266543,SESSION_00000111,postgresql2,128,71.11111111111111,0
223,1437,541,574,410310,SESSION_00000112,postgresql1,42,23.333333333333332,1
224,1488,702,392,792799,SESSION_00000112,postgresql2,14,7.777777777777778,0
225,159,1941,1628,1259674,SESSION_00000113,postgresql1,7,3.888888888888889,1
226,1974,1714,1407,241045,SESSION_00000113,postgresql2,149,82.77777777777777,0
227,1041,1021,1594,725779,SESSION_00000114,postgresql1,10,5.555555555555555,1
228,34,408,1437,780505,SESSION_00000114,postgresql2,37,20.555555555555554,0
229,1693,1105,609,682143,SESSION_00000115,postgresql1,158,87.77777777777777,1
230,622,1406,794,1099846,SESSION_00000115,postgresql2,86,47.77777777777778,0
231,425,509,225,1211074,SESSION_00000116,postgresql1,180,100.0,1
232,848,948,1332,259230,SESSION_00000116,postgresql2,60,33.33333333333333,0
233,197,347,422,341764,SESSION_00000117,postgresql1,20,11.11111111111111,1
234,990,1276,1394,754169,SESSION_00000117,postgresql2,125,69.44444444444444,0
235,1043,691,1406,806048,SESSION_00000118,postgresql1,123,68.33333333333333,1
236,852,1226,431,1060564,SESSION_00000118,postgresql2,110,61.111111111111114,0
237,437,1417,105,1121416,SESSION_00000119,postgresql1,63,35.0,1
238,466,1040,1227,725175,SESSION_00000119,postgresql2,10,5.555555555555555,0
239,1179,793,596,432681,SESSION_00000120,postgresql1,122,67.77777777777779,1
240,1024,1020,1252,243019,SESSION_00000120,postgresql2,25,13.88888888888889,0
241,1619,1425,1353,856685,SESSION_00000121,postgresql1,97,53.888888888888886,1
242,1376,20,906,656918,SESSION_00000121,postgresql2,66,36.666666666666664,0
243,1967,893,230,1099852,SESSION_00000122,postgresql1,51,28.333333333333332,1
244,770,1794,1613,232759,SESSION_00000122,postgresql2,54,30.0,0
245,441,679,1785,633844,SESSION_00000123,postgresql1,133,73.88888888888889,1
246,318,806,1798,1039901,SESSION_00000123,postgresql2,144,80.0,0
247,273,1529,1344,551868,SESSION_00000124,postgresql1,163,90.55555555555556,1
248,808,644,1509,1212736,SESSION_00000124,postgresql2,176,97.77777777777777,0
249,729,915,149,262200,SESSION_00000125,postgresql1,118,65.55555555555556,1
250,704,1410,213,1225273,SESSION_00000125,postgresql2,50,27.77777777777778,0
251,1399,1411,101,314668,SESSION_00000126,postgresql1,39,21.666666666666668,1
252,1340,1088,729,749772,SESSION_00000126,postgresql2,171,95.0,0
253,1755,7,1136,1186898,SESSION_00000127,postgresql1,178,98.88888888888889,1
254,244,272,135,375375,SESSION_00000127,postgresql2,130,72.22222222222221,0
255,91,1219,81,869429,SESSION_00000128,postgresql1,143,79.44444444444444,1
256,1860,70,411,691628,SESSION_00000128,postgresql2,156,86.66666666666667,0
257,1591,23,1015,912731,SESSION_00000129,postgresql1,166,92.22222222222223,1
258,1708,8,1305,753467,SESSION_00000129,postgresql2,77,42.77777777777778,0
259,419,1695,1488,915752,SESSION_00000130,postgresql1,59,32.77777777777778,1
260,1662,1024,1333,992241,SESSION_00000130,postgresql2,16,8.88888888888889,0
261,1533,1115,1473,598491,SESSION_00000131,postgresql1,104,57.77777777777777,1
262,442,44,27,806888,SESSION_00000131,postgresql2,135,75.0,0
263,1643,147,382,1067520,SESSION_00000132,postgresql1,34,18.88888888888889,1
264,1940,64,640,1030753,SESSION_00000132,postgresql2,38,21.11111111111111,0
265,377,1697,1034,639331,SESSION_00000133,postgresql1,88,48.888888888888886,1
266,280,920,1057,508431,SESSION_00000133,postgresql2,117,65.0,0
267,457,791,1413,389631,SESSION_00000134,postgresql1,119,66.11111111111111,1
268,1598,1504,1152,795744,SESSION_00000134,postgresql2,73,40.55555555555556,0
269,839,1873,510,476909,SESSION_00000135,postgresql1,83,46.111111111111114,1
270,1252,670,334,775185,SESSION_00000135,postgresql2,13,7.222222222222221,0
271,1053,1113,1738,330727,SESSION_00000136,postgresql1,134,74.44444444444444,1
272,362,1322,100,548354,SESSION_00000136,postgresql2,156,86.66666666666667,0
273,1507,1801,486,668534,SESSION_00000137,postgresql1,156,86.66666666666667,1
274,168,850,1637,991069,SESSION_00000137,postgresql2,43,23.88888888888889,0
275,947,1079,1108,1175522,SESSION_00000138,postgresql1,62,34.44444444444444,1
276,1476,826,933,1109549,SESSION_00000138,postgresql2,119,66.11111111111111,0
277,1633,1237,1073,943509,SESSION_00000139,postgresql1,17,9.444444444444445,1
278,800,606,1741,978335,SESSION_00000139,postgresql2,70,38.88888888888889,0
279,583,861,1230,877412,SESSION_00000140,postgresql1,38,21.11111111111111,1
280,734,832,1459,474568,SESSION_00000140,postgresql2,26,14.444444444444443,0
281,1293,1041,937,608603,SESSION_00000141,postgresql1,176,97.77777777777777,1
282,658,176,7,1237792,SESSION_00000141,postgresql2,58,32.22222222222222,0
283,1497,25,1078,526410,SESSION_00000142,postgresql1,11,6.111111111111111,1
284,332,1746,1433,574745,SESSION_00000142,postgresql2,128,71.11111111111111,0
285,475,617,1622,501788,SESSION_00000143,postgresql1,30,16.666666666666664,1
286,1552,1664,1604,314752,SESSION_00000143,postgresql2,55,30.555555555555557,0
287,835,413,1600,500345,SESSION_00000144,postgresql1,11,6.111111111111111,1
288,1508,1372,136,333300,SESSION_00000144,postgresql2,164,91.11111111111111,0
289,1623,871,128,1050158,SESSION_00000145,postgresql1,53,29.444444444444446,1
290,14,690,84,756809,SESSION_00000145,postgresql2,21,11.666666666666666,0
291,871,211,753,584517,SESSION_00000146,postgresql1,160,88.88888888888889,1
292,1038,1980,1060,945420,SESSION_00000146,postgresql2,101,56.111111111111114,0
293,143,1263,822,829966,SESSION_00000147,postgresql1,171,95.0,1
294,460,1146,700,858753,SESSION_00000147,postgresql2,140,77.77777777777779,0
295,1671,179,1472,1135929,SESSION_00000148,postgresql1,171,95.0,1
296,1198,1700,1286,609950,SESSION_00000148,postgresql2,75,41.66666666666667,0
297,1699,461,248,989105,SESSION_00000149,postgresql1,159,88.33333333333333,1
298,1938,632,434,852362,SESSION_00000149,postgresql2,81,45.0,0
299,143,1409,588,437056,SESSION_00000150,postgresql1,124,68.88888888888889,1
300,1032,1724,1190,815276,SESSION_00000150,postgresql2,133,73.88888888888889,0
301,95,367,407,780477,SESSION_00000151,postgresql1,72,40.0,1
302,544,806,834,1066028,SESSION_00000151,postgresql2,41,22.77777777777778,0
303,1579,513,292,300048,SESSION_00000152,postgresql1,109,60.55555555555555,1
304,1534,1110,1773,1121572,SESSION_00000152,postgresql2,50,27.77777777777778,0
305,1907,1653,624,568921,SESSION_00000153,postgresql1,178,98.88888888888889,1
306,1326,524,957,670381,SESSION_00000153,postgresql2,95,52.77777777777778,0
307,845,1851,1784,758610,SESSION_00000154,postgresql1,150,83.33333333333334,1
308,1210,2,1625,1071063,SESSION_00000154,postgresql2,94,52.22222222222223,0
309,395,169,531,597856,SESSION_00000155,postgresql1,18,10.0,1
310,1194,1340,267,497968,SESSION_00000155,postgresql2,16,8.88888888888889,0
311,629,677,254,535361,SESSION_00000156,postgresql1,21,11.666666666666666,1
312,780,644,1109,987836,SESSION_00000156,postgresql2,134,74.44444444444444,0
313,41,269,1314,307701,SESSION_00000157,postgresql1,57,31.666666666666664,1
314,1562,1776,842,360631,SESSION_00000157,postgresql2,175,97.22222222222221,0
315,1147,897,473,1232167,SESSION_00000158,postgresql1,98,54.44444444444444,1
316,1050,908,1307,568437,SESSION_00000158,postgresql2,76,42.22222222222222,0
317,1637,1351,806,1182441,SESSION_00000159,postgresql1,119,66.11111111111111,1
318,1086,288,3,342496,SESSION_00000159,postgresql2,35,19.444444444444446,0
319,1907,1303,1834,814167,SESSION_00000160,postgresql1,179,99.44444444444444,1
320,314,278,1319,875352,SESSION_00000160,postgresql2,82,45.55555555555556,0
321,1191,1709,1504,1064039,SESSION_00000161,postgresql1,87,48.333333333333336,1
322,230,1706,1611,754326,SESSION_00000161,postgresql2,110,61.111111111111114,0
323,1437,1597,312,1236737,SESSION_00000162,postgresql1,55,30.555555555555557,1
324,794,960,1223,830425,SESSION_00000162,postgresql2,131,72.77777777777777,0
325,771,1,1482,853941,SESSION_00000163,postgresql1,77,42.77777777777778,1
326,28,1044,1776,653092,SESSION_00000163,postgresql2,91,50.55555555555556,0
327,309,1189,1528,590573,SESSION_00000164,postgresql1,102,56.666666666666664,1
328,1966,410,671,914260,SESSION_00000164,postgresql2,139,77.22222222222223,0
329,1605,779,1133,684148,SESSION_00000165,postgresql1,23,12.777777777777777,1
330,138,786,830,581242,SESSION_00000165,postgresql2,72,40.0,0
331,709,1605,1485,1061996,SESSION_00000166,postgresql1,32,17.77777777777778,1
332,1628,1028,1887,799171,SESSION_00000166,postgresql2,95,52.77777777777778,0
333,319,95,1614,1133231,SESSION_00000167,postgresql1,109,60.55555555555555,1
334,1824,1790,113,243412,SESSION_00000167,postgresql2,79,43.888888888888886,0
335,669,521,1654,1155619,SESSION_00000168,postgresql1,69,38.333333333333336,1
336,1866,1350,1184,748855,SESSION_00000168,postgresql2,110,61.111111111111114,0
337,1505,1401,523,680150,SESSION_00000169,postgresql1,66,36.666666666666664,1
338,1686,1180,310,1230665,SESSION_00000169,postgresql2,95,52.77777777777778,0
339,1793,329,726,856823,SESSION_00000170,postgresql1,142,78.88888888888889,1
340,450,1054,1418,1255535,SESSION_00000170,postgresql2,102,56.666666666666664,0
341,509,1345,78,1117497,SESSION_00000171,postgresql1,80,44.44444444444444,1
342,1922,1152,1374,1162090,SESSION_00000171,postgresql2,70,38.88888888888889,0
343,1967,1961,1208,1237447,SESSION_00000172,postgresql1,124,68.88888888888889,1
344,946,1174,994,926127,SESSION_00000172,postgresql2,85,47.22222222222222,0
345,1289,481,171,229266,SESSION_00000173,postgresql1,18,10.0,1
346,96,170,1755,901285,SESSION_00000173,postgresql2,178,98.88888888888889,0
347,1105,1783,74,960419,SESSION_00000174,postgresql1,92,51.11111111111111,1
348,458,1228,1533,239863,SESSION_00000174,postgresql2,36,20.0,0
349,47,831,1391,591190,SESSION_00000175,postgresql1,147,81.66666666666667,1
350,1008,1066,770,963578,SESSION_00000175,postgresql2,42,23.333333333333332,0
351,1193,659,1558,588218,SESSION_00000176,postgresql1,138,76.66666666666667,1
352,804,830,646,426183,SESSION_00000176,postgresql2,156,86.66666666666667,0
353,305,1165,327,1049298,SESSION_00000177,postgresql1,113,62.77777777777778,1
354,62,538,391,648313,SESSION_00000177,postgresql2,35,19.444444444444446,0
